zoom,tile_x,tile_y,scope,variant,repeat,ms,bytes
14,2117,1453,roads,after,2,436.9,722369
14,2117,1453,roads,before,3,275.7,778418
14,2117,1453,roads,after,3,438.3,722369
14,2117,1453,roads,fix,3,297.0,722369
14,2117,1453,full,before,3,537.7,1178234
14,2117,1453,full,after,3,913.9,1279386
14,2117,1453,full,fix,3,904.0,1279386
14,2117,1453,full,after,4,1008.5,1279386
14,2117,1453,full,fix,4,788.1,1279386
14,2117,1453,full,before,4,549.4,1178234
14,2117,1453,roads,after,4,463.9,722369
14,2117,1453,roads,fix,4,302.7,722369
14,2117,1453,roads,before,4,275.5,778418
14,2117,1453,roads,fix,5,270.0,722369
14,2117,1453,roads,before,5,253.4,778418
14,2117,1453,roads,after,5,416.6,722369
14,2117,1453,full,fix,5,906.0,1279386
14,2117,1453,full,before,5,740.2,1178234
14,2117,1453,full,after,5,1180.3,1279386
14,2117,1453,full,before,6,546.3,1178234
14,2117,1453,full,after,6,1065.0,1279386
14,2117,1453,full,fix,6,821.3,1279386
14,2117,1453,roads,before,6,250.5,778418
14,2117,1453,roads,after,6,445.7,722369
14,2117,1453,roads,fix,6,296.6,722369
14,2117,1453,roads,after,7,466.9,722369
14,2117,1453,roads,fix,7,303.2,722369
14,2117,1453,roads,before,7,318.9,778418
14,2117,1453,full,after,7,1069.0,1279386
14,2117,1453,full,fix,7,912.6,1279386
14,2117,1453,full,before,7,569.8,1178234
14,2117,1453,full,fix,8,903.3,1279386
14,2117,1453,full,before,8,576.6,1178234
14,2117,1453,full,after,8,1114.1,1279386
14,2117,1453,roads,fix,8,320.9,722369
14,2117,1453,roads,before,8,294.3,778418
14,2117,1453,roads,after,8,506.0,722369
14,2118,1453,full,after,0,780.7,859304
14,2118,1453,full,fix,0,722.2,859304
14,2118,1453,full,before,0,416.9,808567
14,2118,1453,roads,after,0,262.2,480054
14,2118,1453,roads,fix,0,186.1,480054
14,2118,1453,roads,before,0,175.1,528940
14,2118,1453,roads,fix,1,200.9,480054
14,2118,1453,roads,before,1,223.8,528940
14,2118,1453,roads,after,1,313.8,480054
14,2118,1453,full,fix,1,865.3,859304
14,2118,1453,full,before,1,536.7,808567
14,2118,1453,full,after,1,939.2,859304
14,2118,1453,full,before,2,454.8,808567
14,2118,1453,full,after,2,823.2,859304
14,2118,1453,full,fix,2,784.1,859304
14,2118,1453,roads,before,2,198.3,528940
14,2118,1453,roads,after,2,293.3,480054
14,2118,1453,roads,fix,2,207.6,480054
14,2118,1453,roads,after,3,266.7,480054
14,2118,1453,roads,fix,3,170.6,480054
14,2118,1453,roads,before,3,171.0,528940
14,2118,1453,full,after,3,758.8,859304
14,2118,1453,full,fix,3,712.8,859304
14,2118,1453,full,before,3,457.5,808567
14,2118,1453,full,fix,4,742.9,859304
14,2118,1453,full,before,4,428.4,808567
14,2118,1453,full,after,4,985.7,859304
14,2118,1453,roads,fix,4,263.5,480054
14,2118,1453,roads,before,4,263.7,528940
14,2118,1453,roads,after,4,370.7,480054
14,2118,1453,roads,before,5,260.4,528940
14,2118,1453,roads,after,5,363.9,480054
14,2118,1453,roads,fix,5,246.1,480054
14,2118,1453,full,before,5,548.4,808567
14,2118,1453,full,after,5,1011.9,859304
14,2118,1453,full,fix,5,870.8,859304
14,2118,1453,full,after,6,863.3,859304
14,2118,1453,full,fix,6,815.2,859304
14,2118,1453,full,before,6,495.3,808567
14,2118,1453,roads,after,6,315.3,480054
14,2118,1453,roads,fix,6,225.7,480054
14,2118,1453,roads,before,6,206.3,528940
14,2118,1453,roads,fix,7,212.8,480054
14,2118,1453,roads,before,7,230.9,528940
14,2118,1453,roads,after,7,261.1,480054
14,2118,1453,full,fix,7,707.4,859304
14,2118,1453,full,before,7,438.1,808567
14,2118,1453,full,after,7,885.0,859304
14,2118,1453,full,before,8,485.5,808567
14,2118,1453,full,after,8,800.1,859304
14,2118,1453,full,fix,8,790.8,859304
14,2118,1453,roads,before,8,200.6,528940
14,2118,1453,roads,after,8,295.2,480054
14,2118,1453,roads,fix,8,203.8,480054
14,2115,1454,full,fix,0,472.6,121539
14,2115,1454,full,before,0,77.1,105781
14,2115,1454,full,after,0,342.3,121539
14,2115,1454,roads,fix,0,62.2,52102
14,2115,1454,roads,before,0,52.2,53874
14,2115,1454,roads,after,0,73.2,52102
14,2115,1454,roads,before,1,50.7,53874
14,2115,1454,roads,after,1,72.2,52102
14,2115,1454,roads,fix,1,68.9,52102
14,2115,1454,full,before,1,82.8,105781
14,2115,1454,full,after,1,324.0,121539
14,2115,1454,full,fix,1,299.9,121539
14,2115,1454,full,after,2,304.8,121539
14,2115,1454,full,fix,2,324.8,121539
14,2115,1454,full,before,2,79.5,105781
14,2115,1454,roads,after,2,67.7,52102
14,2115,1454,roads,fix,2,62.3,52102
14,2115,1454,roads,before,2,46.5,53874
14,2115,1454,roads,fix,3,60.2,52102
14,2115,1454,roads,before,3,49.5,53874
14,2115,1454,roads,after,3,64.7,52102
14,2115,1454,full,fix,3,335.9,121539
14,2115,1454,full,before,3,78.6,105781
14,2115,1454,full,after,3,355.1,121539
14,2115,1454,full,before,4,94.5,105781
14,2115,1454,full,after,4,350.8,121539
14,2115,1454,full,fix,4,311.5,121539
14,2115,1454,roads,before,4,47.7,53874
14,2115,1454,roads,after,4,56.3,52102
14,2115,1454,roads,fix,4,51.4,52102
14,2115,1454,roads,after,5,58.4,52102
14,2115,1454,roads,fix,5,55.8,52102
14,2115,1454,roads,before,5,44.8,53874
14,2115,1454,full,after,5,337.5,121539
14,2115,1454,full,fix,5,346.9,121539
14,2115,1454,full,before,5,96.5,105781
14,2115,1454,full,fix,6,351.7,121539
14,2115,1454,full,before,6,80.5,105781
14,2115,1454,full,after,6,337.5,121539
14,2115,1454,roads,fix,6,64.1,52102
14,2115,1454,roads,before,6,50.6,53874
14,2115,1454,roads,after,6,58.4,52102
14,2115,1454,roads,before,7,47.4,53874
14,2115,1454,roads,after,7,64.7,52102
14,2115,1454,roads,fix,7,65.6,52102
14,2115,1454,full,before,7,96.9,105781
14,2115,1454,full,after,7,347.2,121539
14,2115,1454,full,fix,7,333.4,121539
14,2115,1454,full,after,8,323.8,121539
14,2115,1454,full,fix,8,358.3,121539
14,2115,1454,full,before,8,86.0,105781
14,2115,1454,roads,after,8,66.7,52102
14,2115,1454,roads,fix,8,62.8,52102
14,2115,1454,roads,before,8,53.5,53874
14,2116,1454,full,before,0,387.2,629158
14,2116,1454,full,after,0,837.5,776889
14,2116,1454,full,fix,0,802.8,776889
14,2116,1454,roads,before,0,166.9,372007
14,2116,1454,roads,after,0,202.8,349776
14,2116,1454,roads,fix,0,170.2,349776
14,2116,1454,roads,after,1,214.2,349776
14,2116,1454,roads,fix,1,170.8,349776
14,2116,1454,roads,before,1,151.2,372007
14,2116,1454,full,after,1,735.7,776889
14,2116,1454,full,fix,1,696.2,776889
14,2116,1454,full,before,1,389.2,629158
14,2116,1454,full,fix,2,707.8,776889
14,2116,1454,full,before,2,360.5,629158
14,2116,1454,full,after,2,669.7,776889
14,2116,1454,roads,fix,2,140.2,349776
14,2116,1454,roads,before,2,134.4,372007
14,2116,1454,roads,after,2,188.3,349776
14,2116,1454,roads,before,3,163.9,372007
14,2116,1454,roads,after,3,219.3,349776
14,2116,1454,roads,fix,3,171.5,349776
14,2116,1454,full,before,3,386.9,629158
14,2116,1454,full,after,3,769.6,776889
14,2116,1454,full,fix,3,735.7,776889
14,2116,1454,full,after,4,714.9,776889
14,2116,1454,full,fix,4,717.1,776889
14,2116,1454,full,before,4,362.0,629158
14,2116,1454,roads,after,4,191.7,349776
14,2116,1454,roads,fix,4,166.7,349776
14,2116,1454,roads,before,4,152.3,372007
14,2116,1454,roads,fix,5,158.0,349776
14,2116,1454,roads,before,5,136.7,372007
14,2116,1454,roads,after,5,177.2,349776
14,2116,1454,full,fix,5,708.7,776889
14,2116,1454,full,before,5,358.0,629158
14,2116,1454,full,after,5,754.5,776889
14,2116,1454,full,before,6,366.3,629158
14,2116,1454,full,after,6,697.7,776889
14,2116,1454,full,fix,6,692.7,776889
14,2116,1454,roads,before,6,176.6,372007
14,2116,1454,roads,after,6,204.9,349776
14,2116,1454,roads,fix,6,154.0,349776
14,2116,1454,roads,after,7,203.5,349776
14,2116,1454,roads,fix,7,168.5,349776
14,2116,1454,roads,before,7,145.6,372007
14,2116,1454,full,after,7,749.4,776889
14,2116,1454,full,fix,7,687.8,776889
14,2116,1454,full,before,7,341.3,629158
14,2116,1454,full,fix,8,734.5,776889
14,2116,1454,full,before,8,389.8,629158
14,2116,1454,full,after,8,812.8,776889
14,2116,1454,roads,fix,8,165.5,349776
14,2116,1454,roads,before,8,143.0,372007
14,2116,1454,roads,after,8,174.7,349776
14,2117,1454,full,after,0,1020.1,1193851
14,2117,1454,full,fix,0,868.2,1193851
14,2117,1454,full,before,0,506.5,1040326
14,2117,1454,roads,after,0,385.2,703340
14,2117,1454,roads,fix,0,267.1,703340
14,2117,1454,roads,before,0,246.5,700081
14,2117,1454,roads,fix,1,293.5,703340
14,2117,1454,roads,before,1,263.5,700081
14,2117,1454,roads,after,1,393.8,703340
14,2117,1454,full,fix,1,870.1,1193851
14,2117,1454,full,before,1,551.6,1040326
14,2117,1454,full,after,1,1022.0,1193851
14,2117,1454,full,before,2,574.2,1040325
14,2117,1454,full,after,2,911.4,1193851
14,2117,1454,full,fix,2,911.5,1193851
14,2117,1454,roads,before,2,260.2,700081
14,2117,1454,roads,after,2,397.1,703340
14,2117,1454,roads,fix,2,277.9,703340
14,2117,1454,roads,after,3,356.8,703340
14,2117,1454,roads,fix,3,280.5,703340
14,2117,1454,roads,before,3,247.8,700081
14,2117,1454,full,after,3,982.8,1193851
14,2117,1454,full,fix,3,1001.2,1193851
14,2117,1454,full,before,3,518.4,1040326
14,2117,1454,full,fix,4,992.4,1193851
14,2117,1454,full,before,4,607.0,1040326
14,2117,1454,full,after,4,1133.7,1193851
14,2117,1454,roads,fix,4,268.7,703340
14,2117,1454,roads,before,4,257.9,700081
14,2117,1454,roads,after,4,399.3,703340
14,2117,1454,roads,before,5,266.9,700081
14,2117,1454,roads,after,5,415.5,703340
14,2117,1454,roads,fix,5,275.8,703340
14,2117,1454,full,before,5,522.4,1040326
14,2117,1454,full,after,5,907.5,1193851
14,2117,1454,full,fix,5,878.0,1193851
14,2117,1454,full,after,6,1003.1,1193851
14,2117,1454,full,fix,6,914.1,1193851
14,2117,1454,full,before,6,545.3,1040326
14,2117,1454,roads,after,6,425.9,703340
14,2117,1454,roads,fix,6,311.3,703340
14,2117,1454,roads,before,6,275.5,700081
14,2117,1454,roads,fix,7,269.8,703340
14,2117,1454,roads,before,7,248.0,700081
14,2117,1454,roads,after,7,371.2,703340
14,2117,1454,full,fix,7,787.9,1193851
14,2117,1454,full,before,7,494.2,1040326
14,2117,1454,full,after,7,939.6,1193851
14,2117,1454,full,before,8,502.6,1040326
14,2117,1454,full,after,8,876.4,1193851
14,2117,1454,full,fix,8,830.5,1193851
14,2117,1454,roads,before,8,232.6,700081
14,2117,1454,roads,after,8,366.3,703340
14,2117,1454,roads,fix,8,269.6,703340
14,2118,1454,full,fix,0,574.3,510431
14,2118,1454,full,before,0,323.2,478820
14,2118,1454,full,after,0,621.2,510431
14,2118,1454,roads,fix,0,132.5,290350
14,2118,1454,roads,before,0,120.9,312091
14,2118,1454,roads,after,0,173.1,290350
14,2118,1454,roads,before,1,124.8,312091
14,2118,1454,roads,after,1,156.1,290350
14,2118,1454,roads,fix,1,122.5,290350
14,2118,1454,full,before,1,319.1,478820
14,2118,1454,full,after,1,664.0,510431
14,2118,1454,full,fix,1,625.7,510431
14,2118,1454,full,after,2,689.0,510431
14,2118,1454,full,fix,2,801.5,510431
14,2118,1454,full,before,2,438.5,478820
14,2118,1454,roads,after,2,230.9,290350
14,2118,1454,roads,fix,2,144.4,290350
14,2118,1454,roads,before,2,141.7,312091
14,2118,1454,roads,fix,3,152.4,290350
14,2118,1454,roads,before,3,135.1,312091
14,2118,1454,roads,after,3,181.4,290350
14,2118,1454,full,fix,3,575.9,510431
14,2118,1454,full,before,3,287.8,478820
14,2118,1454,full,after,3,585.7,510431
14,2118,1454,full,before,4,319.2,478820
14,2118,1454,full,after,4,639.0,510431
14,2118,1454,full,fix,4,569.3,510431
14,2118,1454,roads,before,4,118.0,312091
14,2118,1454,roads,after,4,163.3,290350
14,2118,1454,roads,fix,4,125.7,290350
14,2118,1454,roads,after,5,155.7,290350
14,2118,1454,roads,fix,5,127.0,290350
14,2118,1454,roads,before,5,118.2,312091
14,2118,1454,full,after,5,685.7,510431
14,2118,1454,full,fix,5,654.5,510431
14,2118,1454,full,before,5,352.3,478820
14,2118,1454,full,fix,6,612.7,510431
14,2118,1454,full,before,6,305.2,478820
14,2118,1454,full,after,6,681.2,510431
14,2118,1454,roads,fix,6,136.6,290350
14,2118,1454,roads,before,6,131.4,312091
14,2118,1454,roads,after,6,176.8,290350
14,2118,1454,roads,before,7,130.4,312091
14,2118,1454,roads,after,7,179.2,290350
14,2118,1454,roads,fix,7,149.2,290350
14,2118,1454,full,before,7,326.3,478820
14,2118,1454,full,after,7,577.9,510431
14,2118,1454,full,fix,7,563.9,510431
14,2118,1454,full,after,8,620.2,510431
14,2118,1454,full,fix,8,590.2,510431
14,2118,1454,full,before,8,309.8,478820
14,2118,1454,roads,after,8,156.0,290350
14,2118,1454,roads,fix,8,129.4,290350
14,2118,1454,roads,before,8,121.3,312091
16,8469,5813,full,fix,0,379.4,488188
16,8469,5813,full,before,0,114.5,384666
16,8469,5813,full,after,0,351.0,488188
16,8469,5813,roads,fix,0,72.4,315781
16,8469,5813,roads,before,0,61.0,247497
16,8469,5813,roads,after,0,81.7,315781
16,8469,5813,roads,before,1,65.2,247497
16,8469,5813,roads,after,1,84.5,315781
16,8469,5813,roads,fix,1,82.8,315781
16,8469,5813,full,before,1,120.3,384666
16,8469,5813,full,after,1,386.9,488188
16,8469,5813,full,fix,1,380.1,488188
16,8469,5813,full,after,2,404.7,488188
16,8469,5813,full,fix,2,362.6,488188
16,8469,5813,full,before,2,111.6,384666
16,8469,5813,roads,after,2,84.2,315781
16,8469,5813,roads,fix,2,72.1,315781
16,8469,5813,roads,before,2,68.3,247497
16,8469,5813,roads,fix,3,75.6,315781
16,8469,5813,roads,before,3,67.9,247497
16,8469,5813,roads,after,3,81.3,315781
16,8469,5813,full,fix,3,348.0,488188
16,8469,5813,full,before,3,117.3,384666
16,8469,5813,full,after,3,405.5,488188
16,8469,5813,full,before,4,127.7,384666
16,8469,5813,full,after,4,390.8,488188
16,8469,5813,full,fix,4,468.0,488188
16,8469,5813,roads,before,4,78.4,247497
16,8469,5813,roads,after,4,107.7,315781
16,8469,5813,roads,fix,4,98.1,315781
16,8469,5813,roads,after,5,104.5,315781
16,8469,5813,roads,fix,5,104.7,315781
16,8469,5813,roads,before,5,82.3,247497
16,8469,5813,full,after,5,420.2,488188
16,8469,5813,full,fix,5,433.1,488188
16,8469,5813,full,before,5,119.9,384666
16,8469,5813,full,fix,6,433.4,488188
16,8469,5813,full,before,6,138.2,384666
16,8469,5813,full,after,6,447.4,488188
16,8469,5813,roads,fix,6,89.6,315781
16,8469,5813,roads,before,6,72.1,247497
16,8469,5813,roads,after,6,97.9,315781
16,8469,5813,roads,before,7,81.5,247497
16,8469,5813,roads,after,7,107.0,315781
16,8469,5813,roads,fix,7,101.3,315781
16,8469,5813,full,before,7,136.1,384666
16,8469,5813,full,after,7,400.4,488188
16,8469,5813,full,fix,7,384.4,488188
16,8469,5813,full,after,8,407.3,488188
16,8469,5813,full,fix,8,320.9,488188
16,8469,5813,full,before,8,108.6,384666
16,8469,5813,roads,after,8,86.0,315781
16,8469,5813,roads,fix,8,73.6,315781
16,8469,5813,roads,before,8,64.2,247497
16,8470,5813,full,before,0,255.6,740908
16,8470,5813,full,after,0,516.0,893800
16,8470,5813,full,fix,0,466.6,893800
16,8470,5813,roads,before,0,117.8,500943
16,8470,5813,roads,after,0,151.7,594725
16,8470,5813,roads,fix,0,147.4,594725
16,8470,5813,roads,after,1,163.4,594725
16,8470,5813,roads,fix,1,142.8,594725
16,8470,5813,roads,before,1,145.4,500943
16,8470,5813,full,after,1,540.1,893800
16,8470,5813,full,fix,1,528.8,893800
16,8470,5813,full,before,1,224.8,740908
16,8470,5813,full,fix,2,476.6,893800
16,8470,5813,full,before,2,207.8,740908
16,8470,5813,full,after,2,532.8,893800
16,8470,5813,roads,fix,2,141.4,594725
16,8470,5813,roads,before,2,135.7,500943
16,8470,5813,roads,after,2,165.1,594725
16,8470,5813,roads,before,3,133.9,500943
16,8470,5813,roads,after,3,167.1,594725
16,8470,5813,roads,fix,3,152.8,594725
16,8470,5813,full,before,3,245.0,740908
16,8470,5813,full,after,3,520.9,893800
16,8470,5813,full,fix,3,494.5,893800
16,8470,5813,full,after,4,570.6,893800
16,8470,5813,full,fix,4,533.9,893800
16,8470,5813,full,before,4,242.2,740908
16,8470,5813,roads,after,4,168.9,594725
16,8470,5813,roads,fix,4,150.5,594725
16,8470,5813,roads,before,4,132.9,500943
16,8470,5813,roads,fix,5,139.5,594725
16,8470,5813,roads,before,5,120.5,500943
16,8470,5813,roads,after,5,148.9,594725
16,8470,5813,full,fix,5,474.7,893800
16,8470,5813,full,before,5,246.5,740908
16,8470,5813,full,after,5,547.6,893800
16,8470,5813,full,before,6,240.1,740908
16,8470,5813,full,after,6,564.1,893800
16,8470,5813,full,fix,6,506.7,893800
16,8470,5813,roads,before,6,138.5,500943
16,8470,5813,roads,after,6,177.4,594725
16,8470,5813,roads,fix,6,144.0,594725
16,8470,5813,roads,after,7,166.9,594725
16,8470,5813,roads,fix,7,168.4,594725
16,8470,5813,roads,before,7,142.7,500943
16,8470,5813,full,after,7,594.3,893800
16,8470,5813,full,fix,7,563.4,893800
16,8470,5813,full,before,7,266.7,740908
16,8470,5813,full,fix,8,550.1,893800
16,8470,5813,full,before,8,245.1,740908
16,8470,5813,full,after,8,581.9,893800
16,8470,5813,roads,fix,8,159.8,594725
16,8470,5813,roads,before,8,128.7,500943
16,8470,5813,roads,after,8,167.9,594725
16,8471,5813,full,after,0,518.0,688244
16,8471,5813,full,fix,0,485.1,690406
16,8471,5813,full,before,0,166.3,561139
16,8471,5813,roads,after,0,143.1,439802
16,8471,5813,roads,fix,0,126.3,442153
16,8471,5813,roads,before,0,120.2,358231
16,8471,5813,roads,fix,1,124.6,442153
16,8471,5813,roads,before,1,119.6,358231
16,8471,5813,roads,after,1,166.9,439802
16,8471,5813,full,fix,1,507.3,690406
16,8471,5813,full,before,1,175.1,561139
16,8471,5813,full,after,1,465.9,688244
16,8471,5813,full,before,2,167.9,561139
16,8471,5813,full,after,2,469.6,688244
16,8471,5813,full,fix,2,428.3,690406
16,8471,5813,roads,before,2,116.8,358231
16,8471,5813,roads,after,2,136.6,439802
16,8471,5813,roads,fix,2,125.8,442153
16,8471,5813,roads,after,3,151.5,439802
16,8471,5813,roads,fix,3,135.3,442153
16,8471,5813,roads,before,3,114.5,358231
16,8471,5813,full,after,3,481.0,688244
16,8471,5813,full,fix,3,483.4,690406
16,8471,5813,full,before,3,166.2,561139
16,8471,5813,full,fix,4,448.8,690406
16,8471,5813,full,before,4,191.4,561139
16,8471,5813,full,after,4,483.6,688244
16,8471,5813,roads,fix,4,162.4,442153
16,8471,5813,roads,before,4,159.0,358231
16,8471,5813,roads,after,4,181.0,439802
16,8471,5813,roads,before,5,155.1,358231
16,8471,5813,roads,after,5,165.0,439802
16,8471,5813,roads,fix,5,150.5,442153
16,8471,5813,full,before,5,197.4,561139
16,8471,5813,full,after,5,609.6,688244
16,8471,5813,full,fix,5,482.9,690406
16,8471,5813,full,after,6,491.0,688244
16,8471,5813,full,fix,6,539.8,690406
16,8471,5813,full,before,6,193.9,561139
16,8471,5813,roads,after,6,167.2,439802
16,8471,5813,roads,fix,6,157.9,442153
16,8471,5813,roads,before,6,133.7,358231
16,8471,5813,roads,fix,7,148.7,442153
16,8471,5813,roads,before,7,140.8,358231
16,8471,5813,roads,after,7,189.7,439802
16,8471,5813,full,fix,7,523.5,690406
16,8471,5813,full,before,7,194.7,561139
16,8471,5813,full,after,7,524.5,688244
16,8471,5813,full,before,8,176.6,561139
16,8471,5813,full,after,8,555.1,688244
16,8471,5813,full,fix,8,535.4,690406
16,8471,5813,roads,before,8,113.5,358231
16,8471,5813,roads,after,8,136.9,439802
16,8471,5813,roads,fix,8,122.9,442153
16,8469,5814,full,before,0,207.3,724759
16,8469,5814,full,after,0,436.6,864225
16,8469,5814,full,fix,0,472.5,864521
16,8469,5814,roads,before,0,123.0,456154
16,8469,5814,roads,after,0,161.5,531840
16,8469,5814,roads,fix,0,151.6,532172
16,8469,5814,roads,after,1,161.1,531840
16,8469,5814,roads,fix,1,153.3,532172
16,8469,5814,roads,before,1,129.8,456154
16,8469,5814,full,after,1,516.8,864225
16,8469,5814,full,fix,1,422.2,864521
16,8469,5814,full,before,1,203.5,724759
16,8469,5814,full,fix,2,421.9,864521
16,8469,5814,full,before,2,224.4,724759
16,8469,5814,full,after,2,486.1,864225
16,8469,5814,roads,fix,2,134.1,532172
16,8469,5814,roads,before,2,121.3,456154
16,8469,5814,roads,after,2,149.5,531840
16,8469,5814,roads,before,3,118.3,456154
16,8469,5814,roads,after,3,146.8,531840
16,8469,5814,roads,fix,3,129.2,532172
16,8469,5814,full,before,3,202.8,724759
16,8469,5814,full,after,3,464.6,864225
16,8469,5814,full,fix,3,463.2,864521
16,8469,5814,full,after,4,524.0,864225
16,8469,5814,full,fix,4,463.5,864521
16,8469,5814,full,before,4,226.3,724759
16,8469,5814,roads,after,4,156.0,531840
16,8469,5814,roads,fix,4,154.0,532172
16,8469,5814,roads,before,4,130.5,456154
16,8469,5814,roads,fix,5,125.1,532172
16,8469,5814,roads,before,5,117.8,456154
16,8469,5814,roads,after,5,137.4,531840
16,8469,5814,full,fix,5,425.3,864521
16,8469,5814,full,before,5,215.3,724759
16,8469,5814,full,after,5,457.7,864225
16,8469,5814,full,before,6,219.7,724759
16,8469,5814,full,after,6,488.2,864225
16,8469,5814,full,fix,6,448.4,864521
16,8469,5814,roads,before,6,131.9,456154
16,8469,5814,roads,after,6,152.7,531840
16,8469,5814,roads,fix,6,142.3,532172
16,8469,5814,roads,after,7,160.7,531840
16,8469,5814,roads,fix,7,146.6,532172
16,8469,5814,roads,before,7,145.7,456154
16,8469,5814,full,after,7,498.7,864225
16,8469,5814,full,fix,7,451.5,864521
16,8469,5814,full,before,7,220.6,724759
16,8469,5814,full,fix,8,472.4,864521
16,8469,5814,full,before,8,225.2,724759
16,8469,5814,full,after,8,465.6,864225
16,8469,5814,roads,fix,8,136.5,532172
16,8469,5814,roads,before,8,121.1,456154
16,8469,5814,roads,after,8,154.7,531840
16,8470,5814,full,after,0,612.5,964666
16,8470,5814,full,fix,0,620.7,964666
16,8470,5814,full,before,0,296.5,812229
16,8470,5814,roads,after,0,205.0,616432
16,8470,5814,roads,fix,0,215.0,616432
16,8470,5814,roads,before,0,166.8,537520
16,8470,5814,roads,fix,1,187.9,616432
16,8470,5814,roads,before,1,162.6,537520
16,8470,5814,roads,after,1,206.4,616432
16,8470,5814,full,fix,1,553.8,964666
16,8470,5814,full,before,1,265.2,812229
16,8470,5814,full,after,1,571.8,964666
16,8470,5814,full,before,2,249.9,812229
16,8470,5814,full,after,2,544.5,964666
16,8470,5814,full,fix,2,512.8,964666
16,8470,5814,roads,before,2,135.3,537520
16,8470,5814,roads,after,2,171.4,616432
16,8470,5814,roads,fix,2,138.4,616432
16,8470,5814,roads,after,3,158.1,616432
16,8470,5814,roads,fix,3,144.7,616432
16,8470,5814,roads,before,3,127.4,537520
16,8470,5814,full,after,3,537.4,964666
16,8470,5814,full,fix,3,526.6,964666
16,8470,5814,full,before,3,269.4,812229
16,8470,5814,full,fix,4,583.9,964666
16,8470,5814,full,before,4,236.9,812229
16,8470,5814,full,after,4,525.6,964666
16,8470,5814,roads,fix,4,136.6,616432
16,8470,5814,roads,before,4,120.8,537520
16,8470,5814,roads,after,4,171.8,616432
16,8470,5814,roads,before,5,136.8,537520
16,8470,5814,roads,after,5,173.9,616432
16,8470,5814,roads,fix,5,143.8,616432
16,8470,5814,full,before,5,246.7,812229
16,8470,5814,full,after,5,559.0,964666
16,8470,5814,full,fix,5,491.7,964666
16,8470,5814,full,after,6,509.0,964666
16,8470,5814,full,fix,6,536.0,964666
16,8470,5814,full,before,6,265.6,812229
16,8470,5814,roads,after,6,181.2,616432
16,8470,5814,roads,fix,6,152.8,616432
16,8470,5814,roads,before,6,146.0,537520
16,8470,5814,roads,fix,7,162.0,616432
16,8470,5814,roads,before,7,140.4,537520
16,8470,5814,roads,after,7,168.8,616432
16,8470,5814,full,fix,7,488.1,964666
16,8470,5814,full,before,7,248.5,812229
16,8470,5814,full,after,7,540.4,964666
16,8470,5814,full,before,8,248.6,812229
16,8470,5814,full,after,8,559.8,964666
16,8470,5814,full,fix,8,535.1,964666
16,8470,5814,roads,before,8,135.2,537520
16,8470,5814,roads,after,8,168.3,616432
16,8470,5814,roads,fix,8,143.8,616432
16,8471,5814,full,fix,0,642.1,1086521
16,8471,5814,full,before,0,291.3,919217
16,8471,5814,full,after,0,600.0,1086521
16,8471,5814,roads,fix,0,156.8,616923
16,8471,5814,roads,before,0,147.6,536352
16,8471,5814,roads,after,0,194.8,616923
16,8471,5814,roads,before,1,161.0,536352
16,8471,5814,roads,after,1,199.1,616923
16,8471,5814,roads,fix,1,162.1,616923
16,8471,5814,full,before,1,299.5,919217
16,8471,5814,full,after,1,704.8,1086521
16,8471,5814,full,fix,1,640.4,1086521
16,8471,5814,full,after,2,667.0,1086521
16,8471,5814,full,fix,2,644.5,1086521
16,8471,5814,full,before,2,309.4,919217
16,8471,5814,roads,after,2,242.9,616923
16,8471,5814,roads,fix,2,183.2,616923
16,8471,5814,roads,before,2,168.6,536352
16,8471,5814,roads,fix,3,178.9,616923
16,8471,5814,roads,before,3,170.2,536352
16,8471,5814,roads,after,3,224.6,616923
16,8471,5814,full,fix,3,610.9,1086521
16,8471,5814,full,before,3,275.9,919217
16,8471,5814,full,after,3,680.5,1086521
16,8471,5814,full,before,4,282.4,919217
16,8471,5814,full,after,4,814.4,1086521
16,8471,5814,full,fix,4,606.2,1086521
16,8471,5814,roads,before,4,154.2,536352
16,8471,5814,roads,after,4,208.5,616923
16,8471,5814,roads,fix,4,174.1,616923
16,8471,5814,roads,after,5,231.8,616923
16,8471,5814,roads,fix,5,176.5,616923
16,8471,5814,roads,before,5,164.8,536352
16,8471,5814,full,after,5,708.2,1086521
16,8471,5814,full,fix,5,645.4,1086521
16,8471,5814,full,before,5,300.4,919217
16,8471,5814,full,fix,6,576.8,1086521
16,8471,5814,full,before,6,298.5,919217
16,8471,5814,full,after,6,662.9,1086521
16,8471,5814,roads,fix,6,171.7,616923
16,8471,5814,roads,before,6,153.2,536352
16,8471,5814,roads,after,6,212.8,616923
16,8471,5814,roads,before,7,143.1,536352
16,8471,5814,roads,after,7,199.4,616923
16,8471,5814,roads,fix,7,172.7,616923
16,8471,5814,full,before,7,308.1,919217
16,8471,5814,full,after,7,668.8,1086521
16,8471,5814,full,fix,7,640.0,1086521
16,8471,5814,full,after,8,642.7,1086521
16,8471,5814,full,fix,8,594.3,1086521
16,8471,5814,full,before,8,276.5,919217
16,8471,5814,roads,after,8,197.6,616923
16,8471,5814,roads,fix,8,180.4,616923
16,8471,5814,roads,before,8,154.3,536352
16,8472,5814,full,before,0,72.8,84409
16,8472,5814,full,after,0,276.2,71063
16,8472,5814,full,fix,0,265.2,90832
16,8472,5814,roads,before,0,42.8,64270
16,8472,5814,roads,after,0,51.1,45901
